country_name,country_code,year,pop_65_plus
Cote d'Ivoire,CIV,2019,2.488421864
Croatia,HRV,2000,15.91673294
Croatia,HRV,2019,21.18221639
Cuba,CUB,2000,9.818672668
Cuba,CUB,2019,15.36970537
Curacao,CUW,2000,9.135667584
Curacao,CUW,2019,14.1400632
Cyprus,CYP,2000,9.944690458
Cyprus,CYP,2019,13.38255336
Czechia,CZE,2000,13.76099415
Czechia,CZE,2019,19.94858774
Denmark,DNK,2000,14.81790455
Denmark,DNK,2019,19.71438023
Djibouti,DJI,2000,3.16424657
Djibouti,DJI,2019,4.405814593
Dominica,DMA,2000,9.869947892
Dominica,DMA,2019,11.96809098
Dominican Republic,DOM,2000,4.286688668
Dominican Republic,DOM,2019,6.582826661
Ecuador,ECU,2000,4.708533564
Ecuador,ECU,2019,7.407911807
"Egypt, Arab Rep.",EGY,2000,4.025846731
"Egypt, Arab Rep.",EGY,2019,4.593528997
El Salvador,SLV,2000,4.668356282
El Salvador,SLV,2019,7.626362686
Equatorial Guinea,GNQ,2000,3.326560298
Equatorial Guinea,GNQ,2019,3.441281972
Eritrea,ERI,2000,3.167490791
Eritrea,ERI,2019,4.067580521
Estonia,EST,2000,14.99337508
Estonia,EST,2019,19.89653469
Eswatini,SWZ,2000,2.386708066
Eswatini,SWZ,2019,3.795659537
Ethiopia,ETH,2000,2.614178822
Ethiopia,ETH,2019,3.038190362
Faroe Islands,FRO,2000,13.52094169
Faroe Islands,FRO,2019,17.48791991
Fiji,FJI,2000,3.437767939
Fiji,FJI,2019,5.820857919
Finland,FIN,2000,14.91645949
Finland,FIN,2019,22.06139384
France,FRA,2000,16.00864583
France,FRA,2019,20.41008888
French Polynesia,PYF,2000,4.21657922
French Polynesia,PYF,2019,8.775111232
Gabon,GAB,2000,4.922887566
Gabon,GAB,2019,3.992603978
"Gambia, The",GMB,2000,3.023329573
"Gambia, The",GMB,2019,2.715088952
Georgia,GEO,2000,12.40642525
Georgia,GEO,2019,14.70447208
Germany,DEU,2000,16.46073138
Germany,DEU,2019,21.62839331
Ghana,GHA,2000,3.140812077
Ghana,GHA,2019,3.436411562
Gibraltar,GIB,2000,15.13046303
Gibraltar,GIB,2019,17.46069758
Greece,GRC,2000,17.02535605
Greece,GRC,2019,22.1273853
Greenland,GRL,2000,5.048168871
Greenland,GRL,2019,8.584444761
Grenada,GRD,2000,8.491312319
Grenada,GRD,2019,10.75818126
Guam,GUM,2000,5.22225346
Guam,GUM,2019,10.33107139
Guatemala,GTM,2000,3.738153972
Guatemala,GTM,2019,4.468746058
Guinea,GIN,2000,3.959060043
Guinea,GIN,2019,3.456924498
Guinea-Bissau,GNB,2000,3.590187574
Guinea-Bissau,GNB,2019,2.982981111
Guyana,GUY,2000,3.844177545
Guyana,GUY,2019,5.798815103
Haiti,HTI,2000,3.57857517
Haiti,HTI,2019,4.370381596
Honduras,HND,2000,2.955597811
Honduras,HND,2019,3.889835642
"Hong Kong SAR, China",HKG,2000,11.1115337
"Hong Kong SAR, China",HKG,2019,17.95252566
Hungary,HUN,2000,14.90796003
Hungary,HUN,2019,19.60292299
Iceland,ISL,2000,11.57227673
Iceland,ISL,2019,14.299299
India,IND,2000,4.41058747
India,IND,2019,6.223473041
Indonesia,IDN,2000,5.012499665
Indonesia,IDN,2019,6.485678794
"Iran, Islamic Rep.",IRN,2000,4.198089124
"Iran, Islamic Rep.",IRN,2019,7.015988411
Iraq,IRQ,2000,3.080350373
Iraq,IRQ,2019,3.317203205
Ireland,IRL,2000,11.18844155
Ireland,IRL,2019,14.24377788
Isle of Man,IMN,2000,16.883649
Isle of Man,IMN,2019,21.59153848
Israel,ISR,2000,9.724259128
Israel,ISR,2019,11.88549917
Italy,ITA,2000,18.21676684
Italy,ITA,2019,23.10417109
Jamaica,JAM,2000,6.060642083
Jamaica,JAM,2019,6.948234867
Japan,JPN,2000,17.44183117
Japan,JPN,2019,28.62877075
Jordan,JOR,2000,2.695145143
Jordan,JOR,2019,3.777015537
Kazakhstan,KAZ,2000,6.693365843
Kazakhstan,KAZ,2019,7.480378905
Kenya,KEN,2000,2.227611364
Kenya,KEN,2019,2.746893226
Kiribati,KIR,2000,3.413156083
Kiribati,KIR,2019,3.89281838
"Korea, Dem. People's Rep.",PRK,2000,6.386139523
"Korea, Dem. People's Rep.",PRK,2019,10.92479318
"Korea, Rep.",KOR,2000,7.091050396
"Korea, Rep.",KOR,2019,15.06348844
Kosovo,XKX,2000,5.92756974
Kosovo,XKX,2019,8.539824118
Kuwait,KWT,2000,1.543068559
Kuwait,KWT,2019,3.603613845
Kyrgyz Republic,KGZ,2000,5.357078715
Kyrgyz Republic,KGZ,2019,5.173848001
Lao PDR,LAO,2000,3.367139474
Lao PDR,LAO,2019,4.17749001
Latvia,LVA,2000,14.99016705
Latvia,LVA,2019,20.40722722
Lebanon,LBN,2000,5.1133666
Lebanon,LBN,2019,8.779709157
Lesotho,LSO,2000,4.52913874
Lesotho,LSO,2019,3.779817693
Liberia,LBR,2000,3.11799411
Liberia,LBR,2019,3.2101303
Libya,LBY,2000,3.689004842
Libya,LBY,2019,4.625025131
Liechtenstein,LIE,2000,10.43396853
Liechtenstein,LIE,2019,18.27913632
Lithuania,LTU,2000,13.84098169
Lithuania,LTU,2019,19.8571908
Luxembourg,LUX,2000,14.03415247
Luxembourg,LUX,2019,14.47006674
"Macao SAR, China",MAC,2000,7.140145755
"Macao SAR, China",MAC,2019,10.62135045
Madagascar,MDG,2000,2.797420954
Madagascar,MDG,2019,3.091981893
Malawi,MWI,2000,3.310762816
Malawi,MWI,2019,2.765175852
Malaysia,MYS,2000,3.87644389
Malaysia,MYS,2019,6.482321764
Maldives,MDV,2000,3.760923486
Maldives,MDV,2019,3.832850485
Mali,MLI,2000,3.222996256
Mali,MLI,2019,2.523010226
Malta,MLT,2000,12.15556584
Malta,MLT,2019,18.5815714
Marshall Islands,MHL,2000,2.246260341
Marshall Islands,MHL,2019,3.573335757
Mauritania,MRT,2000,3.082678529
Mauritania,MRT,2019,3.299130113
Mauritius,MUS,2000,6.117643964
Mauritius,MUS,2019,10.89475771
Mexico,MEX,2000,5.014104256
Mexico,MEX,2019,7.334641575
"Micronesia, Fed. Sts.",FSM,2000,3.154118025
"Micronesia, Fed. Sts.",FSM,2019,4.772764368
Moldova,MDA,2000,10.10025699
Moldova,MDA,2019,13.80146002
Monaco,MCO,2000,22.23574543
Monaco,MCO,2019,36.2853919
Mongolia,MNG,2000,3.426650244
Mongolia,MNG,2019,4.17415725
Montenegro,MNE,2000,11.09330197
Montenegro,MNE,2019,16.20131232
Morocco,MAR,2000,4.32319661
Morocco,MAR,2019,6.720202023
Mozambique,MOZ,2000,2.701132854
Mozambique,MOZ,2019,2.80919999
Myanmar,MMR,2000,5.000860991
Myanmar,MMR,2019,6.318253136
Namibia,NAM,2000,3.144947865
Namibia,NAM,2019,3.570994016
Nauru,NRU,2000,1.622817802
Nauru,NRU,2019,2.041080521
Nepal,NPL,2000,3.815723857
Nepal,NPL,2019,6.048200392
Netherlands,NLD,2000,13.48077976
Netherlands,NLD,2019,19.0648534
New Caledonia,NCL,2000,5.372526872
New Caledonia,NCL,2019,9.991854897
New Zealand,NZL,2000,11.75807645
New Zealand,NZL,2019,15.30161177
Nicaragua,NIC,2000,3.527173544
Nicaragua,NIC,2019,5.115469557
Niger,NER,2000,2.251731811
Niger,NER,2019,2.51074642
Nigeria,NGA,2000,3.037260445
Nigeria,NGA,2019,2.974885042
North Macedonia,MKD,2000,9.7601048
North Macedonia,MKD,2019,15.75880264
Northern Mariana Islands,MNP,2000,1.580683622
Northern Mariana Islands,MNP,2019,5.712771925
Norway,NOR,2000,15.1610925
Norway,NOR,2019,17.39485563
Oman,OMN,2000,2.533421058
Oman,OMN,2019,2.610742934
Pakistan,PAK,2000,3.478344127
Pakistan,PAK,2019,3.984474956
Palau,PLW,2000,5.203743776
Palau,PLW,2019,9.093718395
Panama,PAN,2000,4.94600578
Panama,PAN,2019,8.069543525
Papua New Guinea,PNG,2000,2.514925104
Papua New Guinea,PNG,2019,3.050673274
Paraguay,PRY,2000,3.992810635
Paraguay,PRY,2019,6.031780531
Peru,PER,2000,4.307146189
Peru,PER,2019,8.606973777
Philippines,PHL,2000,2.988487455
Philippines,PHL,2019,4.519426744
Poland,POL,2000,12.24416918
Poland,POL,2019,17.5584217
Portugal,PRT,2000,16.13090064
Portugal,PRT,2019,22.3900784
Puerto Rico (US),PRI,2000,11.56440935
Puerto Rico (US),PRI,2019,21.69549651
Qatar,QAT,2000,1.243819662
Qatar,QAT,2019,1.172120299
Romania,ROU,2000,13.48756795
Romania,ROU,2019,18.60423653
Russian Federation,RUS,2000,12.32969834
Russian Federation,RUS,2019,15.06329933
Rwanda,RWA,2000,2.144357077
Rwanda,RWA,2019,3.357025221
Samoa,WSM,2000,4.462668905
Samoa,WSM,2019,5.170905641
San Marino,SMR,2000,15.52669876
San Marino,SMR,2019,19.65342106
Sao Tome and Principe,STP,2000,4.237650024
Sao Tome and Principe,STP,2019,3.822542551
Saudi Arabia,SAU,2000,2.228379249
Saudi Arabia,SAU,2019,2.45024815
Senegal,SEN,2000,3.228998842
Senegal,SEN,2019,3.510519512
Serbia,SRB,2000,16.0681727
Serbia,SRB,2019,21.06436085
Seychelles,SYC,2000,7.420965458
Seychelles,SYC,2019,7.36545956
Sierra Leone,SLE,2000,3.539246157
Sierra Leone,SLE,2019,3.135162728
Singapore,SGP,2000,6.24975683
Singapore,SGP,2019,10.97505319
Sint Maarten (Dutch part),SXM,2000,2.968463126
Sint Maarten (Dutch part),SXM,2019,10.64269707
Slovak Republic,SVK,2000,11.32878463
Slovak Republic,SVK,2019,16.25918897
Slovenia,SVN,2000,13.90712577
Slovenia,SVN,2019,19.85166836
Solomon Islands,SLB,2000,3.393655399
Solomon Islands,SLB,2019,3.741895524
"Somalia, Fed. Rep.",SOM,2000,2.601956869
"Somalia, Fed. Rep.",SOM,2019,2.517773253
South Africa,ZAF,2000,4.746521123
South Africa,ZAF,2019,5.945220191
South Sudan,SSD,2000,2.433396729
South Sudan,SSD,2019,2.626435906
Spain,ESP,2000,16.54787741
Spain,ESP,2019,19.38182763
Sri Lanka,LKA,2000,6.205419997
Sri Lanka,LKA,2019,10.37546086
St. Kitts and Nevis,KNA,2000,7.801535996
St. Kitts and Nevis,KNA,2019,8.956050392
St. Lucia,LCA,2000,6.328491451
St. Lucia,LCA,2019,8.527171053
St. Martin (French part),MAF,2000,3.813841846
St. Martin (French part),MAF,2019,16.20970919
St. Vincent and the Grenadines,VCT,2000,7.025848782
St. Vincent and the Grenadines,VCT,2019,10.54076627
Sudan,SDN,2000,2.914219527
Sudan,SDN,2019,2.917953322
Suriname,SUR,2000,4.49445392
Suriname,SUR,2019,6.771239154
Sweden,SWE,2000,17.26413507
Sweden,SWE,2019,19.95066214
Switzerland,CHE,2000,15.33319186
Switzerland,CHE,2019,18.58214562
Syrian Arab Republic,SYR,2000,3.317906095
Syrian Arab Republic,SYR,2019,4.494686279
Tajikistan,TJK,2000,3.618441858
Tajikistan,TJK,2019,3.186260056
Tanzania,TZA,2000,2.79254271
Tanzania,TZA,2019,3.002340976
Thailand,THA,2000,6.117826019
Thailand,THA,2019,12.32875352
Timor-Leste,TLS,2000,2.369652981
Timor-Leste,TLS,2019,5.560152643
Togo,TGO,2000,2.790242832
Togo,TGO,2019,2.999030612
Tonga,TON,2000,5.401378101
Tonga,TON,2019,6.23547949
Trinidad and Tobago,TTO,2000,4.908982557
Trinidad and Tobago,TTO,2019,9.845955334
Tunisia,TUN,2000,5.488049563
Tunisia,TUN,2019,7.945743696
Turkiye,TUR,2000,5.812204991
Turkiye,TUR,2019,8.522632271
Turkmenistan,TKM,2000,4.012469131
Turkmenistan,TKM,2019,3.728756165
Turks and Caicos Islands,TCA,2000,4.007047705
Turks and Caicos Islands,TCA,2019,9.814550972
Tuvalu,TUV,2000,5.977577536
Tuvalu,TUV,2019,5.618561573
Uganda,UGA,2000,2.592123383
Uganda,UGA,2019,2.036402051
Ukraine,UKR,2000,13.41414151
Ukraine,UKR,2019,16.71629989
United Arab Emirates,ARE,2000,1.275097676
United Arab Emirates,ARE,2019,1.527989232
United Kingdom,GBR,2000,15.88975785
United Kingdom,GBR,2019,18.45795809
United States,USA,2000,12.18581699
United States,USA,2019,15.67288525
Uruguay,URY,2000,13.06281461
Uruguay,URY,2019,15.12662393
Uzbekistan,UZB,2000,4.62465397
Uzbekistan,UZB,2019,5.198110245
Vanuatu,VUT,2000,2.793092156
Vanuatu,VUT,2019,4.006205809
"Venezuela, RB",VEN,2000,4.659577633
"Venezuela, RB",VEN,2019,7.847087946
Viet Nam,VNM,2000,5.984222298
Viet Nam,VNM,2019,7.25022977
Virgin Islands (U.S.),VIR,2000,8.492933684
Virgin Islands (U.S.),VIR,2019,20.6081289
West Bank and Gaza,PSE,2000,2.284160521
West Bank and Gaza,PSE,2019,3.505085353
"Yemen, Rep.",YEM,2000,2.751083544
"Yemen, Rep.",YEM,2019,2.572114205
Zambia,ZMB,2000,2.362279946
Zambia,ZMB,2019,1.787009118
Zimbabwe,ZWE,2000,3.437202401
Zimbabwe,ZWE,2019,3.534241449
